Quest,Review,Popular,Another,Questslink
Помогите найти фильм,"Фильм производств страны Китай или Япония, хз. Смотрел его в году 2010 на диске. Название было указанное человек-дракон. В самом фильме я помню несколько сцен. Первая. Идёт дождь, спецназ хватает гл. героя окружают его, наставляют на него автоматы и он превращается в чёрного дракона и вроде всех раскидывает. Вторая, двое учащихся заходят в школу, в класс. Вдруг они видят большого человека с большой головой который что то говорит им, он говорит, говорит и что то происходит и он умирает. Он сидел в лаве или типо того.",Люди в черном,['не тут ищешь. бей в тупую в поисковик'],https://otvet.mail.ru/question/229792816
,"В фильме. Девушка писатель и иллюстратор, есть собственная книга, что демонстрируют в фильме. Она возвращается обратно в дом в котором жила. Там есть дверь которая была убрана, но она решила её установить обратно, из-за чего начала видеть людей из прошлой жизни маленькую девочку и молодого парня. \nТам дом что находится возле кукурузного поля вроде и есть болото в котором умерли эти двоя. \nВсё не могу вспомнить название, помню лишь это. Помогите.",Не знаю,[],https://otvet.mail.ru/question/234129309
Помогите найти фильм,возможно это Охотники за привидениями Наследники (2021),0,[],https://otvet.mail.ru/question/228333029
Никак не могу найти фильм,"Никак не могу  найти фильм из которого помню пару моментов. Смотрел я его примерно в году 15-16 (примерно) на канале НСТ. фильм про детектив, криманал что то подобное.Действия фильма происходят в 50 или 60. Начинался он с драки бунтующих матросов, которые попутно ломали все в городе, потом все это действо  приехали останавливать какие то люди(возможно полицейские).Также в фильме был момент где жена или девушка ГГ(который возможно был детективом) снялась в фильме для взрослых с какой то девушкой,а когда колеги ГГ показали ему этот фильм с участием его жены, он был очень не доволен этим. Далее он вроде как отправляется искать свою жену, но вместо нее встречает девушку которая снималась в этом фильме с его женой( эта сцена происходила где то в парке). Также хочу отметить что фильм не цветной и даже не черно белый, а снят в каких то темно жолто оранжевых тонах( сепия вроде называется). Если кто то знает названия фильма или знает как найти, скажите пожалуйста","Оружейный барон или, возможно, Лицо со шрамом. Но это не точно",[],https://otvet.mail.ru/question/227557130
Помогите найти фильм по отрывку содержания,Помогите найти фильм по отрывку содержания.\nЧто я помню\nДевушку приглашают на участие в тестировании виртуальной реальности или типа того - точно не помню. Она приходит в какое-то крутое здание и там еще человек примерно 10 которых так же пригласили. Они должны выполнять какие-то типа задания но потом осознают что это все в реальности происходит. Помню они спускались вниз по зданию и последний эпизод в гораже (подвал),\призыв\ \nhttps//www.kinopoisk.ru/film/868775/,[],https://otvet.mail.ru/question/227558816
Помогите найти фильм,"Ребят, помогите найти фильм",наверное это самый интересный фильм на свете)),"['Звездные врата', 'Белое солнце пустыни.', 'https//www.kinopoisk.ru/', 'И где описание или фото? Экстрасенсы и гадалки в другой категории.', 'А... Какой? Нет данных для ответа. )', 'уже помог!))']",https://otvet.mail.ru/question/213669597
Помогите найти фильм по описанию,"Помогите, пожалуйста, найти фильм восточно европейский драма с элементами эротики 80-90х годов.Молодожоны из горного села переезжают в город, чтобы работать на фабрике. Жена устраивается горничной в отель для богатых нудистов.",Красота порока (1985)\nhttps//www.kinopoisk.ru/film/61899/,['хонгильдон'],https://otvet.mail.ru/question/227727468
Помогите найти фильм,"Помню, в детстве смотрел какой то фильм. Мне кажется, что советский. Плохо его помню, но вроде там дети сожгли платье и волосы девочки, а в конце фильма она уехала с дедушкой , который отдал все свои картины школе .",Чучело?,[],https://otvet.mail.ru/question/234450540
Помогите найти фильм,Рассвет мертвецов,От заката до Рассвета,['28 дней спустя. 28 недель спустя. это первые фильмы где зомби не ходят а бега.т и это плагиат с советского фильма и книги.'],https://otvet.mail.ru/question/232858897
Помогите найти фильм про инопланетянина,Смутно помню само содержание,Конец детства\n https//www.kinopoisk.ru/series/844223/,[],https://otvet.mail.ru/question/233835746
Помогите найти фильм по описанию,"Помогите пожалуйста найти фильм, совсем почти про него ничего не помню..\nПомню только девушку, которая вроде глухонемая была и играла в сквере, в парке, толи на скрипке.. или как там называется музыкальный инструмент.. её музыка нравилась многим.. а как она её играла если она глухая - она её видела.. когда она играла, от инструмента исходили переливающиеся радужные волны, которые видела только она.. фильм добрый, зарубежный, не помню какого года, к сожалению. Друзья, выручайте пожалуйста.",типичный русский сериал/фильм,['https//podborfilma.com         здесь можно искать фильмы по описанию'],https://otvet.mail.ru/question/232910941
,"В детстве смотрел ужастик этот, в общем помню что в начале там в карете скорой помощи везут какого то громилу в больницу, пытаясь реанимировать, а после констатируют смерть, после перед вскрытием врачи проводившие сие действие решают перепихнуться, а он бац, живой как оказывается и убивает их, а после начинает охоту за всем оставшимся на ночь персоналом больницы, помогите найти фильм пожалуйста!",Не вижу зла 2 (2014) \n https//www.kinopoisk.ru/film/789127/ \nдетство когда было?,"['Это, похоже']",https://otvet.mail.ru/question/232420999
Помогите найти фильм по описанию,"Сюжет, где в жизни парня появляется красивая девушка (в фильме она еще ела мороженое), они спят",топ ава,"['Мама всегда рядом', 'на Утерянные Медиа Вики лучше обратиться будет']",https://otvet.mail.ru/question/234662163
Помогите найти фильм,"Помогите пожалуйста, не могу найти фильм, (очень похож на КОНТИНУУМ) Два друга, один малолетний ботаник, другой играет в футбол, и ботаник сделал машину времени прям под полем школы. Чтобы было в середине не помню. Там ещё был аниматор в виде серого робота с лотерейными билетами",Спасатели во времени (2008)\nhttps//www.kinopoisk.ru/film/390461/?,[],https://otvet.mail.ru/question/227711458
,Раньше по телевизору фильм часто показывали про сферу которая расскручивалась и отправляла пасажира сквозь время/пространство. Не могу фильм найти),"Контакт\n https//www.kinopoisk.ru/film/1950/ \nответы совсем необязательно скрывать, вас никто не оскорбил и все хотели помочь","['Машина времени , 2002.\\nКрутой фильм , мне оч понра.', 'Сквозь горизонт (1997)']",https://otvet.mail.ru/question/231965983
Помогите найти фильм описание есть,фильм в машине бомба если они сбросят скорость меньше 90 то взорвутся. \nможет быть это не фильм а сериал про 911 и это одина из серий .\nфильм\\сериал давольно свежий точно вышел после 2010г,Скорость,[],https://otvet.mail.ru/question/231224939
Помогите Найти Фильм,"Помогите найти старый Фильм !!!! Описание  Трое студентов отправляются в заколдованный , заброшенный Дом покойного священника который воскресил свою умершую жену ,а она вернулась в виде монстра !!!!!","похож не на фильм, а на мультфильм Дом монстр (2006)","['Незнау', 'Дом монстр']",https://otvet.mail.ru/question/228558803
,Помогите найти фильм где пуповину вистрелом перерезают. если так можно сказать,Больной уб людок,"['\\Пристрели их\\ (2007)', 'Судя по картинке комедийный боевик. Смотрибельно?', 'Пристрели их, хорошо не морковкой...']",https://otvet.mail.ru/question/227671913
Помогите найти фильм ужасов,"Помню только некоторые детали, смотрел очень давно, в конце девушку окружили призраки, она вроде бы была заперта и в безвыходном положении, в отчаянии она легла на кровать, все происходило вроде бы в психиатрической больнице какой-то.\nБыл еще призрак Михаил насколько я помню. Фильм смотрел давно, помогите найти пожалуйста",Призрак 2015,['Дом ночных призраков (1999)'],https://otvet.mail.ru/question/230892230
,"Хочу найти фильм/сериал который видела в тик токе. Видела видео с ним давно, по этому не могу найти. Помню только несколько моментов. Там была показана девушка которая заводит бензопилу на глазах у мужчин (или парней",Уйэн (2019),"['Воронины', 'Время двенадцатый час, ты нормальная вообще ?']",https://otvet.mail.ru/question/230085564
,"Не могу найти фильм, смотрел в кино в начале 2000х. Фильм про какой-то жёсткий спорт( ни то хоккей ни то баскетбол что-то смешанное и очень жёсткое.)можно сказать насмерть. Фильм начинается КАЖЕТСЯ со спуска с горы главных героев на скейте. Если это поможет то на сколько помню после пары выигранных битв главному герою подарили Shelby cobra coupe.",какой то там роллердром ? Роллербол ?,['Не уверен'],https://otvet.mail.ru/question/232355043
ПЛИЗ найдите фильм,может он по другому называется?\nя тоже не нашел даже упоминания про него\nнапишите оригинал названия,"тоже не нашел, какой то либо очень старый, либо какая то странная штука, раз никто о нем не знает",[],https://otvet.mail.ru/question/231121745
,Попали!\n https//www.kinopoisk.ru/film/310734/,"Да, только хотел написать",['Dog House'],https://otvet.mail.ru/question/233681671
,"Что за фильм, там был авиадиспетчер, у него вроде дочь умерла и из-за этого два самолета в небе столкнулись. Ещё помню этот диспетчер сидел в баре и к нему подсел вроде один из главных героев. Но фильм не про это был.",Последствия (2016),['Зимняя сказка'],https://otvet.mail.ru/question/231006132
,"Смотрела фильм, где были зомби и их можно было убить, выколов им глаза, так же в этом фильме указано было, что какая то кровь, если ее обмазать вокруг окон и дверей, то нечисть не сможет пройти (возможно это было  два разных фильма, тогда они мне нужны оба).\n Точно помню концовку, в первом, гг отправился в прошлое, разобрался с зомби и выпил напиток, который должен был вернуть его обратно, но его закинуло далеко в будущее (оно было похоже на картины дали, чем то). \nВторой же фильм с кровью закончился тем, что девушка, которую хотел главный злодей",1 - Зловещие мертвецы 3 Армия тьмы (1992)\n https//www.kinopoisk.ru/film/2909/ \n2 - Байки из склепа Демон ночи (1995)\n https//www.kinopoisk.ru/film/3787/,"['Извне', 'Время будущего']",https://otvet.mail.ru/question/233484578
Помогите найти фильм хоррор пожалуйста,"Парень любил фильмы ужасов и его отец подкупил старушку, чтобы та создала хоррор-квест, где встретятся все антагонисты фильмов ужасов (Слендермен, Джейсон вурхис, фредди Крюгер, майкл Майерс и тд)","посмотри астрал, довольно стремный как по мне .)",[],https://otvet.mail.ru/question/231442549
Помогите найти фильм,"Подскажите фильм люди добрые) Фильм про подростков, которые едут отдыхать в лес, и когда они возвращаются в город в их домах никого нету, весь город пуст, потом выяснилось что в городе захватчики, и всех собрали в центре города, и тут начинается бойня)",Вторжение Битва за рай,['Вторжение Битва за рай (2010) \\nДействие происходит в австралии.\\nСмотрел. Ничего фильм на разик..'],https://otvet.mail.ru/question/230376416
,"Пытаюсь вспомнить названи фильма,где в главной картине семья,по действиям фильмаМладшей сестре главного героя сносит голову,когда у неёёё происходит удушье из-за аллергии на орехи и второе едйствие где под конец в мать вселяется нечто что отпиливает струной пианино голову самой себе.Вроде фильм 14 или 16 года.",Я понял че за фильм там вконце мамаша его летала в домике на дереве да?,[],https://otvet.mail.ru/question/231647180
Хочу найти фильм про метеорит,Я хочу найти фильм где падает метеорит и парень и девушка приехали на машине и парень дотрагивается до него и они приводят его в дом?,У метеорита в итоге встал?,['Смотри....'],https://otvet.mail.ru/question/229452483
Помогите найти фильм,"Сюжет происходит автомобильная авария, серьезно пострадал женщина в машине, ее отправили в больницу, с ней сидел муж, как итог - ее врач оказался водителем машины, который устроил аварию и скрылся с места ДТП. Фильм мб 2010-2016 гг, но не позже 2016 точно, вроде так. Если не знаете, то посоветуйте сайт с поиском фильмов по ключевым словам. Буду очень благодарна",Семнадцать мгновений весны.,"['Так по ключевым и в гугле можно искать . Миледи, извиняюсь если мой ответ попадёт в категорию \\капитан очевидность\\', 'Фильм российский?', 'Рембо?', 'Здесь попробуй найти \\nhttps //t.me/filmamerikaeuropa', 'Кловерфильд', 'запах лаванды', 'Очень похоже на эпизод сериала Мастера ужасов - Право на смерть.', 'Между небом и землей']",https://otvet.mail.ru/question/226524102
Где найти фильм,Okko,"Везде, через пару недель.","['10 дней с премьеры - рановато, не ранее чем через месяц', 'Обычно свежие фильмы появляются в крупных oнлaйн-кинотеатрах примерно за неделю до официального выхода, права с качеством не очень. Попробуйте поискать этот фильм нa  https//www.likefilmdb.ru  я тaм часто смотрю самые свежие фильмы, которых нигде нет.']",https://otvet.mail.ru/question/232713772
,Ищу фильм. Не старше 10-15 лет. Основан на западно-славянских суевериях. Видимо снят в странах восточной Европы. Один из эпизодов - девушка выходит замуж (по сути тонет) за то ли утопленника,Горбатая гора,[],https://otvet.mail.ru/question/233501428
Что за фильм не могу найти фильма фото,Не могу найти название фильма,Это точно фильм,['просто фото'],https://otvet.mail.ru/question/231084289
,"Из далекого детства помню, что он оставил на мне сильную травму, хочу его найти. В общем был фильм без официального дубляжа, в нем был зомби-пират",Собиратель голов (2005)\n https//www.kinopoisk.ru/film/161237/,"['Харакири катанова', 'ЗЕЛЕНЫЙ СЛОНNK', 'Карибы морятского Боря', 'Какой примерно год фильма?']",https://otvet.mail.ru/question/230086199
Помогите найти фильм,"Помню когда то видела отрывок фильма где было два парня и они были в какой то пустыни на конях . Все упали и один спрашивает  никто не пострадал ?\n- только мое достоинство/честь \nЧто-то похожее точно где то в детстве видела , теперь не могу найти (",Только мы с конем по полю идем,[],https://otvet.mail.ru/question/233933433
Помогите найти фильм по описанию фильм ужасов,"девушка очнулась у убийцы за решеткой или в клетке,она вроде была не одна,другую девушку(парня) убийца перед ней разрезал,у него были инструменты разные и стол. В конце она сбежала от него,убила или нет его не помню,она увидела свет ,думала что выход . а когда подбежала к выходу там была решетка,она не сбежала.","Похищение (2006)?\n  https//www.kinopoisk.ru/film/50812/ \nеще похожие Гнусный,  Вскрытие",['Залетел на 8 лет 2 девушка в клетке'],https://otvet.mail.ru/question/228903905
,"Суть полная семья, 18-летняя дочь отпрашивается у родителей на тусовку. На тусовке той происходит к ней домогательство, после чего её убивают. Отец девочки начинает поиски убийцы. Ему удаётся найти того парня. Он похищает его, заключает у себя на даче. Мучает, что-то еще делает. Парень сбегает. \nБольше не помню, к сожалению. Надеюсь на помощь",\Кожа в которой я живу\ ?,['варианты\\n7 дней\\nПоследний дом слева'],https://otvet.mail.ru/question/227669169
Помогите найти фильм пж,"короче,фильм про поцана который не разговаривал.был в какомто лагере,еще девку слепую вродь помню или что то типо того.он с какимто колясочником мелким был связан.сломал его аэроплан из за чего то связанного с аварией.там еще на обложке фильма был чел лысый и вода возможно.фильм русский .не помню каких годов.помогите срочно найти.он не популярен так что верю только в вас.сам найти не могу.название может быть связанно с водой и кислородом но очень не уверен.что то вроде артхауса",Во все тяжкие,[],https://otvet.mail.ru/question/232189733
Помогите найти фильм,"Подскажите что за фильм?! В фильме сидели мужья за столом и на спор решили позвать жен, чтобы увидеть чья жена придет или не придет. И у всех были покладистые дены, а у одно страптивая. В итоге самая страптивая и сделаоа все что муж просил. Фильм старый, не русского производства, возможно Великобритания или Италия",Укрощение строптивой (1967)\n https//www.kinopoisk.ru/film/17913/ \nпо пьесе Уильяма Шекспира,"['Привет, это 6 демонов Эмили роуз']",https://otvet.mail.ru/question/234584480
,"Помогите найти фильм. Фильм довольно новый, вроде бы американский парень со сломанной ногой, ездит на автомобиле , ищет девушку, потом убегает от мужчины, который убил",Брилиантовая рука,[],https://otvet.mail.ru/question/228190994
,"Начинается фильм с того, что гнусавый говорит предысторию и название его-назад в зад звёздная хрень)))) я так смеялась помню, не комедия вроде,начало в космосе...звёздное космическое небо. Ну оооочень надо найти.сейчас вспомнила, начала гуглить, но не получается найти \nЕсли кто-то знает, подскажите пожалуста. Заранее спасибо)",шестой элемент,"['Звездные воины 1, Космическая одиссея 2001', 'Володарский', 'ЗВЁЗДНЫЕ ВОЙНЫ БУРЯ В СТАКАНЕ ГОБЛИН (2004)']",https://otvet.mail.ru/question/228966414
,"Ищу фильм по 2 фоткам из него , подскажите пожалуйста",0,[],https://otvet.mail.ru/question/234884111
Помогите найти фильм,"Не могу найти фильм, смотрел лет 5 назад, суть в том, что герой не старел, но нужно было взамен что-то делать! Помогите! В интернете ничего не нашел, может кто-нибудь смотрел раньше!",варианты\nМолодость без молодости\nЛюбовь сквозь время\nописание скудное и не дает информации о сюжете,"['не', 'Век Адалин, мелодрама не?', 'Там где у всех часы на руках?', 'Каждый десятый фильм такой, только делают они разное...\\nКонкретизируй.', '\\Дориан Грей\\', 'Время 2011-го года выпуска', 'доктор сон', 'сериал Вечность', 'Сериал \\Вечность\\?', 'Помогите найти мне тоже', 'Горец.', 'Золотые годы С. Кинг 1990']",https://otvet.mail.ru/question/225363084
Пожалуйста помогите найти фильм,рутрекер?,В интернете поищи,[],https://otvet.mail.ru/question/234015243
Помогите найти фильм,"Помогите найти фильм, более менее старый, про войну. Там солдаты сидели в окопах и разговорили про то кому какие девушки нравятся. Один говорил что любит пышек, второй- что любит худеньких.",Почти в каждом по войну так,[],https://otvet.mail.ru/question/233298334
Помогите найти фильм,"Я помню пару месяцев назад наткнулся на фильм, в котором люди как бы снимают настоящего убийцу и его деяния. Помню была сцена с бабулей, он ещё рассуждал там по поводу архитектуры, с негром стройщиком. Фильм по моему двухтысячных, но не уверен.",дом который построил джек ?,"['Дальнобойщик', 'Там режиссёр шантажировал маньяка', 'зачем человек кусает собаку']",https://otvet.mail.ru/question/232224140
,Помогите найти фильм\\сериал,Алла Шлюхис,[],https://otvet.mail.ru/question/231567189
Помогите найти фильм пожалуйста,"Фильм вроде как показывали по диснею.\nФильм годов 2000-2010 примерно, я смотрел его в 16-17 году.  Он про 2х братьев которые нашли инопланетную машину, она была живая вроде, и к ним часто приходил какой то мужик в черном костюме и черных очках, он был похож на агента из Лило И Стич, и по итогу он сам оказался пришельцем и эти 2 брата как то попали в их убежище и там были миллионы пришельцев.",Скользящие по небу (2009)\n https//www.kinopoisk.ru/film/479189/,['Зелёный слоник'],https://otvet.mail.ru/question/230552414
,"Не могу найти Русский фильм или сериал. Видела отрывок в тик-ток, где с девушки снимают шапку, а у неё из-за химии нет волос и другая девушка, которая сняла шапку орала, что как парень мог выбрать ее и заставила ту выпить, но она выплюнула на нее алкоголь.Сцена была у бассейна и у девушки, которая кричала, были красные пряди в волосах вроде",химичка,[],https://otvet.mail.ru/question/228560899
,"Здравствуйте, я не могу найти фильм. Фильм таков, в нём расстреливают семью Николая 2, а дочь одна осталась жива, потом через несколько лет она находит отца и я дальше не помню. Подскажите пожалуйста.",Кин-дза-дза!,"['может ну его ?\\n\\nсходим на нормальный ужастик, не хочу я про расстрелы смотреть фильмы.', 'Титаник', 'Анастасия', 'Цареубийца?', 'а в конце она сталина хочет убить типо отомстить?', 'Романовы']",https://otvet.mail.ru/question/214904914
Помогите найти фильм,"Фильм про тюрьму. Примерно 2008-2012 года. С фильма помню несколько сцен. Как главному герою дали задание покалечить заключенного, и он выбил ему зубы с помощью лестницы и принес их боссу. И в конце фильма главному герою плескают в лицо кипятком. И на этом фильм заканчиваеться. Весь фильм проходит в тюрьме",Выстрел в пустоту (2015)\nhttps//www.kinopoisk.ru/film/910353/,"['\\Заключенный R\\ (2009 год)\\n\\nГлавный герой мелкий преступник, который попадает в тюрьму, мутит там продажу наркотиков, чтобы как-то выжить. Еще его прессуют и над ним издеваются местные блатные. И там же, он завязывает дружбу с одним, кажется арабом, его Рашид звали. И этот условный Рашид, как бы, предает парня в предфинальном акте. Парня просто зарезали в химчистке (насчет подробностей могу ошибаться). А вот самого \\Рашида\\,как раз таки обливает \\кипитком\\ тот, кому он шестерил, то есть его \\хозяин\\. И на этом фильм закончился. Это очень тяжёлый и драматичный фильм. И что самое главное, один из самых реалистичных про тюрьму.']",https://otvet.mail.ru/question/228160944
,Ищу фильм,0,[],https://otvet.mail.ru/question/232192832
,Фильм снят,На Рутрекере его нет. Значит ни где нет.,['ютуб рой.'],https://otvet.mail.ru/question/232309211
,"Фильм вроде французуий, но это не точно. Помню как девушка пошла в библиотеку и там уснула, к ней пришёл парень зомби и укрыл её одеялом, у неё ещё был друг приколист, в конце фильма она признается ему в любви через переводчик, но он выдаёт не ту фразу, её друг так пошутил, всё же она призналась ему, ещё он вроде говорил по французки, а она его не знала",Напридумывали блен,['пздц...'],https://otvet.mail.ru/question/232009778
,"Фильм смотрела в кинотеатре несколько лет назад, предположительно российский. Как именно девочка оказалась фентезийном мире не помню. То ли в дверь какую-то вошла в приюте куда ее родители привезли, то ли ещё что. Она потом сбегала оттуда на грузовике и за ней и ее сопровождающим гнались на мотоцикле или наоборот. Бегали они по городу, девочка было даже в реку упала, в ней кажется русалка или сирена была. \nВ реальности девочка вроде в коме была. Под конец фильма отец как-то понял что она в его романе/сказке и начал его дописывать. Гг ещё от злодейки через разводной мост сбегала.",Скорее всего,"['Есть похожее по описанию-бесконечная история\\nПро мальчика который украл книгу из книжного начал читать, и понял что это про него', '...про девочку, которая попала в роман своего отца...\\n\\nНе знаю ничего про ваш фильм, но вот замечательная дорама\\n\\nW Меж двух миров / Deobeuryu / W Two Worlds\\nСтрана Южная Корея\\nПродолжительность 16 серий\\nОписание \\n \\nОн красив, богат и идеален со всех сторон, кроме одной его НЕ существует в реальной жизни. \\nОн - главный герой манхвы!\\nА она - дочь автора этой самой манхвы. И её отец отчаянно пытается убить своего героя.\\nПопав в манхву и влюбившись в ГГ, она так же отчаянно пытается его cпасти.', 'возможные варианты\\nЗапределье (2006)\\n Зеркальная маска\\nБумажный дом\\nМост в терабитию\\nОстров потерянных душ\\nесли вы его смотрели неск. лет назад, то должны помнить российский фильм или зарубежный']",https://otvet.mail.ru/question/230139592
Помогиье найти фильм,"Как называеться фильм где 5 ребят приплыли на остров начали купаться а там в воде рыба дохлая , после они начаои покрываться ожогами и ребята нашли лабораторию где опоты проводоли над людьми рыгающее кровью","Лихорадка (2016 или 2002) ?\n https//www.kinopoisk.ru/film/845132/ \nна такую тему много фильмов..еще вот Дом мертвецов (2003), Вирус Нулевой пациент (2013)",[],https://otvet.mail.ru/question/233629518
Помогите найти фильм,фильм не новый. по сюжету мальчик попадает в дом какой то семьи в котором с лестницы упала девочка и умерла. этот мальчик нашел потерянные дорогие камни которые запрятала эта девочка,Дом крокодилов (2012)\n https//www.kinopoisk.ru/film/648566/,['Человек паук 2'],https://otvet.mail.ru/question/228814617
Помогите найти фильм для просмотра,Не могу найти нормальный сайт где можно посмотреть китайский фильм на русском  2015 года под название Битва 100 полков. Одни статить только про этот фильм,посмотри барби,['Этого фильма НЕТ НИГДЕ ваще!'],https://otvet.mail.ru/question/234309316
Помогите найти фильм,"Не могу вспомнить название фильма. Советский. Мелодрама,не комедия точно. Год 80-86 где то. И не сильно популярный был. Девушка молодая приезжает в Ялту маме говорит,что у нее все хорошо, а по факту снимает жилье у женщины,все лето она ходит на танцы,с работой не особо получается, пытается завести знакомства, с ними как то тоже плохо,в итоге начинается осень ,льют дожди, маме она кажется все таки отзванивается и говорит правду. Но это не точно. Конец не помню.В общем суть печали когда приехала поступать и не поступила.. только тут не нашла работу и не зацепилась на юге.",0,[],https://otvet.mail.ru/question/229413142
,"Хочу найти фильм, который чем-то по сути похож на \Шестое чувство \(1999) или \Куда приводят мечты\, просто хороший фильм для семейного просмотра))) Но не ужастик) Спасибо! \nP. S. Вполне возможно, что я не видела и какие-то классические картины))))",\Достучаться до небес\...,"['Начало с Ди Каприо', 'Двухсотлетний человек', 'Посмотри фильм Королева варваров 3.', 'Помни', 'С семьёй? Дело хорошее. Попробуйте что-то из этого списка\\n\\Весна, лето, осень, зима. И снова весна.\\\\n\\Везёт как утопленнику\\\\n\\Человек который был суперменом\\\\n\\Чтец\\\\n\\Таксист\\\\n\\Гран Торино\\\\n\\Подлец\\ (наш фильм)\\n\\Если б я тебя любил\\ (наш фильм)\\nИ по названиям не судите, фильмы на самом деле хорошие, такие, затягивающие, со смыслом. С семьёй посмотреть - самое оно.']",https://otvet.mail.ru/question/214356853
,Есть фильм ,Зелёный слоник 1999,"['Очень страшное кино? (Американский фильм, до 2015 часто крутили по СТС)', 'Иди подро чи чтоль']",https://otvet.mail.ru/question/228019806
,"Как называется фильм с участием Ревва, где он снялся с маленькой девочкой. Фильм о том, как женщина оставила ему маленькую девочку.",Может \Завтрак у папы\ но там не Ревва,[],https://otvet.mail.ru/question/228161219
,Фильм начинается со свадьбы возле моря. Все было хорошо но внезапно с неба падает какой-то огромный метеорит и все умирают. И в этот время он видит как невеста горит в огне. Проснётся оказывается все было во сне . Фильм так и начинается.,Это же начало Миссии Невыполнима 6,"['Это же начало Миссии Невыполнима 6', 'https//tv1.lordfilm.re/marvel/ \\nвот список всех фильмов и мультов от марвел', 'Негр', 'Миссия неввполнима', 'про енота шо та с енотом', 'Миссия невыполнима?', 'Миссия невыполнима это не фильм Марвел, Марвел снимает в основном супергеройские фильмы.', 'Это Миссия Невыполнима 6, не фильм Марвел', 'Так и введи в гугле где падали метеориты', 'Миссия Невыполнима-6,какой ещё марвел', 'миссия невыполнима 6', 'Не Марвел', 'Миссия кажись не выполнима 6)\\n..', 'Амогус']",https://otvet.mail.ru/question/229582468
Помогите найти фильм про акул,"Фильм довольно старый, думаю конца 90-х - начала 00-х, его даже по 1 каналу показывали. Суть акулы нападают на людей, где-то на побережье. В это время туда приехала семья - мать, отец и сын. Родители какие-то учены вроде, а парень развлекается. Помню что с высокой скалы в море прыгал и режиссер нагонял ужаса, что его акула съест, но с ним было все хорошо. В конце фильма вся эта семейка оказывается под водой (толи туннель, толи бункер), а акулы научились ходить. По итогу они побеждаю всех акул.","Пожалуйста, вот список фильмов про акул, снятых в 90-х-00-х годах. Возможно",[],https://otvet.mail.ru/question/232836301
